PC1,PC2
-2.322477130735884,0.24448231598507172
-2.1467329443661622,0.5075792076639892
-2.2591867981867386,0.3465142536921653
-2.09907677598448,0.5821597241145874
-2.0902672904253805,0.5965746098255954
-2.106506622785239,0.5852972129320735
-2.5654812574751342,-0.12340324355854283
-2.1937312217369165,0.4500498463488412
-2.1467329443661622,0.5075792076639892
-2.2247871841635,0.38699733785409984
-2.1987834582857118,0.4465413219615875
-2.17899924295011,0.4768747467796992
-2.568655880771043,-0.12904890661822158
-2.05364970961126,0.6717865280839943
-2.0338016365701845,0.6855700124069823
-2.152146055124636,0.5038200752280985
-2.162972276542202,0.49630180986887285
-2.150341684875266,0.5050731193903403
-2.0690395787561746,0.6279104693157269
-2.1467329443661622,0.5075792076639892
-2.1467329443661622,0.5075792076639892
-2.150341684875266,0.5050731193903403
-2.1557547956125442,0.5013139868504901
-2.0482365988124553,0.6755456603220692
-2.152146055124636,0.5038200752280985
-2.150341684875266,0.5050731193903403
-2.1345270839879755,0.5326498465595543
-2.1683853871955616,0.4925426769174162
-2.1467329443661622,0.5075792076639892
-2.301150772204647,0.2800927596090938
-2.152146055124636,0.5038200752280985
-2.1365438198909077,0.53954646712943
-2.081670170678314,0.6191391610459829
-2.1365438198909077,0.53954646712943
-2.1803788821058423,0.4593223742003459
-2.56941897195885,-0.1344347697642248
-2.12094158465718,0.5752728590307618
-2.1277343343486095,0.553961352922839
-2.1024731507201206,0.5715039705207369
-2.574471209218139,-0.13794329066664146
-2.1539504253704274,0.5025670310483066
-2.1449285741066055,0.5088322517762652
-2.1467329443661622,0.5075792076639892
-2.1683853871955616,0.4925426769174162
-2.1539504253704274,0.5025670310483066
-2.1365438198909077,0.53954646712943
-2.420432169053211,0.07689179540243177
-2.2574143561827698,0.35604226512310266
-2.1683853871955616,0.4925426769174162
-2.096105132701338,0.6091148078857044
-2.1467329443661622,0.5075792076639892
-2.1467329443661622,0.5075792076639892
-2.360060754645672,0.18519381744294666
-2.1473700412169805,0.532028201321446
-2.1665810169821933,0.4937957212562393
-2.106506622785239,0.5852972129320735
-2.1501293191659205,0.4969234543846206
-2.1449285741066055,0.5088322517762652
-2.133147445039366,0.5502022201548099
-2.030192895986403,0.6880761003143506
-2.2313668308395003,0.3868253681901325
-2.2313668308395003,0.3868253681901325
0.2924911933404165,-0.20624270934993236
-2.574471209218139,-0.13794329066664146
-2.148749680287662,0.5144758283249323
-2.069251944599629,0.6360601349792249
-1.7626064186371746,-0.09424797226593709
-2.574471209218139,-0.13794329066664146
-2.069251944599629,0.6360601349792249
-2.162972276542202,0.49630180986887285
-2.5697891535765827,-0.14556443505912064
-1.6328753713243283,1.023257118697763
0.14417369717946985,-0.04070071007802371
1.2925867539033364,-0.1193602083899427
-2.1936880576493203,-0.011211585922078387
-1.796098384370814,-0.10361026975921801
1.3223154176748464,-0.12427762043051473
1.4577030988032236,-0.2198976971637657
-2.3272641344829035,0.17846041784661382
1.2934889391047688,-0.11873368668525329
-2.574471209218139,-0.13794329066664146
1.0376943296714727,0.10531427173546395
-2.5546639461616785,-0.14325804494570182
-1.6771807866368027,1.6633736181724363
-2.251277076457083,-0.018418456447553536
-1.5386826131985372,1.0330690257848159
-2.169977391878191,0.48313996844890655
-2.2395830198096642,0.37672237376832673
-2.5348790244568007,-0.14250187502548148
-2.549046737121241,-0.12116916898769002
-2.572666838768393,-0.13669024748720687
-2.5697891535765827,-0.14556443505912064
-2.5697891535765827,-0.14556443505912064
-2.1028978822821722,0.5878033012353318
-2.1871363926239304,0.23361466883106816
-2.169977391878191,0.48313996844890655
-2.572666838768393,-0.13669024748720687
-2.230596840855616,-0.009656639704858205
-2.2298750927717332,-0.009155421962147268
-2.5697891535765827,-0.14556443505912064
1.2775510878925316,-0.12402081883697698
-2.1311307091746317,0.5433055997722913
-2.3994806757932508,0.13292723584202998
-2.574471209218139,-0.13794329066664146
-2.0800781661847174,0.6285418704416632
-2.182395617881519,0.4662189941460521
0.8381626770483466,0.11299069959770298
0.09798017753141326,-0.19900736233596536
0.42764532605067473,-0.1979421031181525
-2.0654308381841457,0.6304165572807401
-2.3404889038116248,0.2236769013427965
-2.0800781661847174,0.6285418704416632
-2.0956804012385803,0.5928154776581265
0.867973739159652,-0.3622994206162342
0.867973739159652,-0.3622994206162342
-2.574471209218139,-0.13794329066664146
-2.5487644681739194,-0.09520001044129309
-2.450926020560825,0.05571532107010617
-2.4458737854365538,0.05922385244437441
-2.3994806757932508,0.13292723584202998
-2.404681421689992,0.121018442557798
-2.4305685681837668,0.07814970304505074
-2.2915377484268307,0.2908595834828306
-2.404681421689992,0.121018442557798
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.1647766467643654,0.49504876557318694
-2.141956930572659,0.5357873343172294
-2.574471209218139,-0.13794329066664146
-2.553816672510834,-0.09870869282162609
-2.157559165850886,0.5000609426341577
-2.150766416109647,0.5213724484977733
-2.1557547956125442,0.5013139868504901
-2.1431242038438247,0.5100852958727303
-2.078061430142502,0.6216452491886327
-2.0902672904253805,0.5965746098255954
-2.071056314870839,0.634807090924107
-2.574471209218139,-0.13794329066664146
-2.133147445039366,0.5502022201548099
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.574471209218139,-0.13794329066664146
-2.150341684875266,0.5050731193903403
-2.1130870065693594,0.5558360408474581
-2.574471209218139,-0.13794329066664146
-2.1912051034475986,0.4518041084692866
-2.132722713734098,0.5339028906996875
-2.0624591951329685,0.6573716421895941
-2.1449285741066055,0.5088322517762652
-2.1431242038438247,0.5100852958727303
-0.14655352003590522,3.6224085679198517
-2.1679606560363713,0.47624334817877634
-2.1987834582857118,0.4465413219615875
-2.116695747114829,0.5533299527521771
-2.0902672904253805,0.5965746098255954
-2.0902672904253805,0.5965746098255954
-2.574471209218139,-0.13794329066664146
-2.1365438198909077,0.53954646712943
-2.0834745409419586,0.6178861169537543
-2.071056314870839,0.634807090924107
-2.05906282038466,0.6680273957213146
-2.050040969081442,0.674292616256043
-2.0943007624597563,0.6103678520861424
-2.0270088872114025,0.7068815201464738
-2.0956804012385803,0.5928154776581265
-2.0800781661847174,0.6285418704416632
-2.0800781661847174,0.6285418704416632
-2.0800781661847174,0.6285418704416632
-2.0814578048700874,0.6109894955552679
-2.050040969081442,0.674292616256043
-2.1683853871955616,0.4925426769174162
-2.2113821212152622,0.429495042758336
-2.234329549668905,0.4218563395592443
-2.1987834582857118,0.4465413219615875
-2.0850665454185937,0.6084834074748819
-2.116695747114829,0.5533299527521771
-2.0800781661847174,0.6285418704416632
-2.0744526895957525,0.624151337277635
