PC1,PC2,PC3,Cluster_k2,Cluster_k6,Cluster_k5
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.548764468173919,-0.095200010441293,-0.2726895488827229,0,2,1
-2.450926020560825,0.0557153210701061,-0.2381113752132856,0,2,1
-2.4458737854365538,0.0592238524443744,-0.2398932502869091,0,2,1
-2.3994806757932508,0.1329272358420299,-0.2217131123263625,0,2,1
-2.404681421689992,0.121018442557798,-0.2267873496514929,0,2,1
-2.4305685681837668,0.0781497030450507,-0.2383827260968911,0,2,1
-2.2915377484268307,0.2908595834828306,-0.1906983711597443,0,2,1
-2.404681421689992,0.121018442557798,-0.2267873496514929,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.1647766467643654,0.4950487655731869,-0.1386867464009402,0,2,1
-2.141956930572659,0.5357873343172294,-0.1260095785155068,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.553816672510834,-0.098708692821626,-0.2709066449132347,0,2,1
-2.157559165850886,0.5000609426341577,-0.1412322098833754,0,2,1
-2.150766416109647,0.5213724484977733,-0.1298110568127062,0,2,1
-2.155754795612544,0.5013139868504901,-0.1418685754207291,0,2,1
-2.1431242038438247,0.5100852958727303,-0.1463231308293198,0,2,1
-2.078061430142502,0.6216452491886327,-0.1140022038145282,0,2,1
-2.0902672904253805,0.5965746098255954,-0.1235142544786798,0,2,1
-2.071056314870839,0.634807090924107,-0.1095643608817594,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.133147445039366,0.5502022201548099,-0.1222081003417989,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.150341684875266,0.5050731193903403,-0.1437776712891052,0,2,1
-2.113087006569359,0.5558360408474581,-0.1361914207690833,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.1912051034475986,0.4518041084692866,-0.1500911837077454,0,2,1
-2.132722713734098,0.5339028906996875,-0.1361747124491802,0,2,1
-2.0624591951329685,0.6573716421895941,-0.0987795814262402,0,2,1
-2.1449285741066055,0.5088322517762652,-0.1456867661086946,0,2,1
-2.1431242038438247,0.5100852958727303,-0.1463231308293198,0,2,1
-0.1465535200359052,3.622408567919852,0.5864751053022192,1,1,2
-2.1679606560363713,0.4762433481787763,-0.1513806307952877,0,2,1
-2.198783458285712,0.4465413219615875,-0.1474184430060872,0,2,1
-2.116695747114829,0.5533299527521771,-0.1349186919931773,0,2,1
-2.0902672904253805,0.5965746098255954,-0.1235142544786798,0,2,1
-2.0902672904253805,0.5965746098255954,-0.1235142544786798,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.1365438198909077,0.53954646712943,-0.1279186762395712,0,2,1
-2.0834745409419586,0.6178861169537543,-0.1120931100241101,0,2,1
-2.071056314870839,0.634807090924107,-0.1095643608817594,0,2,1
-2.05906282038466,0.6680273957213146,-0.0930690089784744,0,2,1
-2.050040969081442,0.674292616256043,-0.0962508329386516,0,2,1
-2.0943007624597563,0.6103678520861424,-0.1082749197324465,0,2,1
-2.0270088872114025,0.7068815201464738,-0.0905569702480494,0,2,1
-2.0956804012385803,0.5928154776581265,-0.1216051611475635,0,2,1
-2.0800781661847174,0.6285418704416632,-0.1063825372778297,0,2,1
-2.0800781661847174,0.6285418704416632,-0.1063825372778297,0,2,1
-2.0800781661847174,0.6285418704416632,-0.1063825372778297,0,2,1
-2.0814578048700874,0.6109894955552679,-0.1197127755697297,0,2,1
-2.050040969081442,0.674292616256043,-0.0962508329386516,0,2,1
-2.1683853871955616,0.4925426769174162,-0.137414013806077,0,2,1
-2.2113821212152622,0.429495042758336,-0.1498835500670573,0,2,1
-2.234329549668905,0.4218563395592443,-0.1348819646498751,0,2,1
-2.198783458285712,0.4465413219615875,-0.1474184430060872,0,2,1
-2.0850665454185937,0.6084834074748819,-0.1184400468953122,0,2,1
-2.116695747114829,0.5533299527521771,-0.1349186919931773,0,2,1
-2.0800781661847174,0.6285418704416632,-0.1063825372778297,0,2,1
-2.0744526895957525,0.624151337277635,-0.1152749325476544,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.56941897195885,-0.1344347697642248,-0.2861314207987523,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.150766416109647,0.5213724484977733,-0.1298110568127062,0,2,1
-2.150766416109647,0.5213724484977733,-0.1298110568127062,0,2,1
-2.1539504253704274,0.5025670310483066,-0.142504940831922,0,2,1
-2.067658465349481,0.3325765325899996,-0.2062897068595002,0,2,1
-2.097272405709669,0.5834127681520483,-0.1279520978333959,0,2,1
-2.111919733514643,0.5815380803536022,-0.1158778756889011,0,2,1
-2.09907677598448,0.5821597241145874,-0.1273157335148022,0,2,1
-2.101093512025843,0.5890563453634401,-0.1196960669496367,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.173161401129113,0.4643345509510856,-0.156454841251244,0,2,1
-2.1241255938693446,0.5564674413428435,-0.1253899287533406,0,2,1
-2.0943007624597563,0.6103678520861424,-0.1082749197324465,0,2,1
-2.0956804012385803,0.5928154776581265,-0.1216051611475635,0,2,1
-2.3428665122561427,0.230322905682355,-0.1933208924319732,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.1293263389286596,0.5445586439511989,-0.1304641380921792,0,2,1
-2.5046851209052226,-0.0314005061290039,-0.2606021291768889,0,2,1
-2.113087006569359,0.5558360408474581,-0.1361914207690833,0,2,1
-2.2451765673287727,0.3728379356198599,-0.1655985609068857,0,2,1
-2.1683853871955616,0.4925426769174162,-0.137414013806077,0,2,1
-2.0342263683078627,0.7018693439829907,-0.0880115128807419,0,2,1
-2.1309183434769285,0.5351559348236746,-0.1368110773573291,0,2,1
-2.5475014125172115,-0.0943228622733422,-0.2731351220654457,0,2,1
-2.101093512025843,0.5890563453634401,-0.1196960669496367,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.101093512025843,0.5890563453634401,-0.1196960669496367,0,2,1
-2.1112826362924433,0.5570890848745896,-0.1368277850172973,0,2,1
-2.0446278582666233,0.6780517484155739,-0.098159926215681,0,2,1
-2.0338016365701845,0.6855700124069823,-0.1019781105372402,0,2,1
-2.0374103771450724,0.6830639244559945,-0.1007053827444904,0,2,1
-2.2039842034612693,0.43463252514009,-0.1524926562296827,0,2,1
-2.348035330433097,0.2101391477074692,-0.2053148296357987,0,2,1
-2.348035330433097,0.2101391477074692,-0.2053148296357987,0,2,1
-2.096105132701338,0.6091148078857044,-0.1076385543033909,0,2,1
-2.1683853871955616,0.4925426769174162,-0.137414013806077,0,2,1
-1.8832094138880768,-0.1352619950976291,-0.3023031830829565,0,2,1
1.1816653790268472,0.1559558131900859,-0.4737765005302934,0,4,3
1.4569952246286462,-0.4628033859837225,-0.1117976347249238,0,4,3
1.375443357271693,-0.03046475920641,-0.4484058687357095,0,4,3
-2.078061430142502,0.6216452491886327,-0.1140022038145282,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-0.6348963275583948,2.8352334087378086,0.3856499410608664,1,1,2
-2.173161401129113,0.4643345509510856,-0.156454841251244,0,2,1
0.8285400904647603,5.187356177137019,0.9817784946519222,1,5,2
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.0482365988124553,0.6755456603220692,-0.0968871974518771,0,2,1
-2.152146055124636,0.5038200752280985,-0.1431413061203034,0,2,1
-2.155754795612544,0.5013139868504901,-0.1418685754207291,0,2,1
-2.1839876225704886,0.4568162857086395,-0.1526366484056072,0,2,1
-2.162972276542202,0.4963018098688728,-0.1393231124789769,0,2,1
-2.31207563984953,0.268299907002827,-0.1903634512900359,0,2,1
-2.1112826362924433,0.5570890848745896,-0.1368277850172973,0,2,1
-2.1112826362924433,0.5570890848745896,-0.1368277850172973,0,2,1
-2.12210885791109,0.5495708205016271,-0.1330095980959786,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.0554540798719683,0.6705334839773657,-0.094341738849804,0,2,1
-2.0834745409419586,0.6178861169537543,-0.1120931100241101,0,2,1
-2.0654308381841457,0.6304165572807401,-0.1184567528855593,0,2,1
-2.0902672904253805,0.5965746098255954,-0.1235142544786798,0,2,1
-2.175602868001758,0.4875304993302467,-0.1348685467383303,0,2,1
-2.060230093204765,0.6423253550644485,-0.1133825462180897,0,2,1
-2.0762570598704633,0.6228982932396875,-0.1146385682257445,0,2,1
-2.05364970961126,0.6717865280839943,-0.0949781036396796,0,2,1
-2.054074441094947,0.6880858584142245,-0.08101149749494,0,2,1
-2.31207563984953,0.268299907002827,-0.1903634512900359,0,2,1
-2.1912051034475986,0.4518041084692866,-0.1500911837077454,0,2,1
-2.574471209218139,-0.1379432906666414,-0.284349617076202,0,2,1
-2.05364970961126,0.6717865280839943,-0.0949781036396796,0,2,1
-2.116695747114829,0.5533299527521771,-0.1349186919931773,0,2,1
-2.0342263683078627,0.7018693439829907,-0.0880115128807419,0,2,1
-2.4773544780509247,0.0124706679237284,-0.2495158394850911,0,2,1
-1.9459191472846695,0.8378685374466696,-0.0569800359398067,0,2,1
-2.0446278582666233,0.6780517484155739,-0.098159926215681,0,2,1
-2.039214747429064,0.6818108804635633,-0.1000690187327106,0,2,1
-2.0478118670787437,0.6592463287655154,-0.1108537952409313,0,2,1
-2.0902672904253805,0.5965746098255954,-0.1235142544786798,0,2,1
-2.081670170678314,0.6191391610459829,-0.1127294747158691,0,2,1
-2.0902672904253805,0.5965746098255954,-0.1235142544786798,0,2,1
-2.050040969081442,0.674292616256043,-0.0962508329386516,0,2,1
-2.0446278582666233,0.6780517484155739,-0.098159926215681,0,2,1
-2.039214747429064,0.6818108804635633,-0.1000690187327106,0,2,1
-2.0426111221119085,0.6711551266107549,-0.1057795889927109,0,2,1
-2.039214747429064,0.6818108804635633,-0.1000690187327106,0,2,1
-2.039214747429064,0.6818108804635633,-0.1000690187327106,0,2,1
-2.081670170678314,0.6191391610459829,-0.1127294747158691,0,2,1
-2.106506622785239,0.5852972129320735,-0.117786971820426,0,2,1
-2.3241010638339725,0.2433545756193589,-0.1999391627502971,0,2,1
-2.0902672904253805,0.5965746098255954,-0.1235142544786798,0,2,1
-1.986570200187314,0.7764498617144057,-0.0702768538421848,0,2,1
-2.0902672904253805,0.5965746098255954,-0.1235142544786798,0,2,1
-2.05906282038466,0.6680273957213146,-0.0930690089784744,0,2,1
-2.09907677598448,0.5821597241145874,-0.1273157335148022,0,2,1
-2.028813257489254,0.7056284761239314,-0.0899206060311052,0,2,1
-2.12210885791109,0.5495708205016271,-0.1330095980959786,0,2,1
-2.028813257489254,0.7056284761239314,-0.0899206060311052,0,2,1
-2.002172435018572,0.7407234678390348,-0.085499470272591,0,2,1
-2.05906282038466,0.6680273957213146,-0.0930690089784744,0,2,1
-2.023400146648536,0.7093876081564289,-0.0918296984425796,0,2,1
-2.039214747429064,0.6818108804635633,-0.1000690187327106,0,2,1
-2.0554540798719683,0.6705334839773657,-0.094341738849804,0,2,1
-2.060230093204765,0.6423253550644485,-0.1133825462180897,0,2,1
-2.0746650554050197,0.632301002773455,-0.1082916317285771,0,2,1
-2.05364970961126,0.6717865280839943,-0.0949781036396796,0,2,1
-2.0902672904253805,0.5965746098255954,-0.1235142544786798,0,2,1
-2.1399401947289896,0.5288907140380283,-0.1336292516874962,0,2,1
-2.039214747429064,0.6818108804635633,-0.1000690187327106,0,2,1
-2.1106455386436136,0.5326400873030424,-0.1577776800879843,0,2,1
-2.4766327302581628,0.0129718870943318,-0.2497703958119041,0,2,1
-2.111919733514643,0.5815380803536022,-0.1158778756889011,0,2,1
-2.133147445039366,0.5502022201548099,-0.1222081003417989,0,2,1
-2.1431242038438247,0.5100852958727303,-0.1463231308293198,0,2,1
-2.173161401129113,0.4643345509510856,-0.156454841251244,0,2,1
-2.141956930572659,0.5357873343172294,-0.1260095785155068,0,2,1
-2.1241255938693446,0.5564674413428435,-0.1253899287533406,0,2,1
-2.111919733514643,0.5815380803536022,-0.1158778756889011,0,2,1
-2.0342263683078627,0.7018693439829907,-0.0880115128807419,0,2,1
-2.096105132701338,0.6091148078857044,-0.1076385543033909,0,2,1
-2.12210885791109,0.5495708205016271,-0.1330095980959786,0,2,1
-2.060230093204765,0.6423253550644485,-0.1133825462180897,0,2,1
-2.0636264678945975,0.6316696012459141,-0.1190931167116192,0,2,1
-2.0956804012385803,0.5928154776581265,-0.1216051611475635,0,2,1
-2.0374103771450724,0.6830639244559945,-0.1007053827444904,0,2,1
-2.0654308381841457,0.6304165572807401,-0.1184567528855593,0,2,1
-2.030192895986403,0.6880761003143506,-0.1032508380327827,0,2,1
-2.05364970961126,0.6717865280839943,-0.0949781036396796,0,2,1
-2.030192895986403,0.6880761003143506,-0.1032508380327827,0,2,1
-2.115528473983101,0.5790319918805936,-0.1146051443393073,0,2,1
-2.548764468173919,-0.095200010441293,-0.2726895488827229,0,2,1
-2.0338016365701845,0.6855700124069823,-0.1019781105372402,0,2,1
-2.5668928533292052,-0.1326805093130165,-0.2870223226600275,0,2,1
-2.101093512025843,0.5890563453634401,-0.1196960669496367,0,2,1
-2.12210885791109,0.5495708205016271,-0.1330095980959786,0,2,1
-2.0338016365701845,0.6855700124069823,-0.1019781105372402,0,2,1
-2.030192895986403,0.6880761003143506,-0.1032508380327827,0,2,1
-2.12210885791109,0.5495708205016271,-0.1330095980959786,0,2,1
-2.050040969081442,0.674292616256043,-0.0962508329386516,0,2,1
-2.05364970961126,0.6717865280839943,-0.0949781036396796,0,2,1
-2.2967704218352343,0.2872257538684478,-0.1888529016508192,0,2,1
-2.116695747114829,0.5533299527521771,-0.1349186919931773,0,2,1
-2.023400146648536,0.7093876081564289,-0.0918296984425796,0,2,1
-2.050040969081442,0.674292616256043,-0.0962508329386516,0,2,1
-2.124337959509574,0.5646171060095605,-0.1184066222850828,0,2,1
-2.030192895986403,0.6880761003143506,-0.1032508380327827,0,2,1
-2.2113821212152622,0.429495042758336,-0.1498835500670573,0,2,1
-2.0588504546073834,0.6598777303824045,-0.1000523108666733,0,2,1
-2.1241255938693446,0.5564674413428435,-0.1253899287533406,0,2,1
-2.12210885791109,0.5495708205016271,-0.1330095980959786,0,2,1
-2.0554540798719683,0.6705334839773657,-0.094341738849804,0,2,1
-2.1112826362924433,0.5570890848745896,-0.1368277850172973,0,2,1
-2.0342263683078627,0.7018693439829907,-0.0880115128807419,0,2,1
-2.0342263683078627,0.7018693439829907,-0.0880115128807419,0,2,1
-2.030192895986403,0.6880761003143506,-0.1032508380327827,0,2,1
-2.007797911766063,0.7451140017805988,-0.0766070803005889,0,2,1
-2.1169081128691403,0.5614796179784427,-0.1279353893374611,0,2,1
-2.030192895986403,0.6880761003143506,-0.1032508380327827,0,2,1
-2.028813257489254,0.7056284761239314,-0.0899206060311052,0,2,1
