description,category,brand,calories,protein,fat,carbs,calories_per_protein,calories_per_fat,calories_per_carb,label
"MINT CHIP, MINT CHIP",Ice Cream & Frozen Yogurt,Lopez Island Creamery,-0.1532402524117918,-0.4159128094527212,0.3693433214531881,-0.3527181240610276,-0.2836931056105043,-0.3322199399147532,-0.1471306419218927,0
"MINT CHIP LACTOSE FREE MINT CHIP, MINT CHIP",Ice Cream & Frozen Yogurt,Beckon LLC,-0.1709387912547365,-0.4035174804814805,0.2767376820442498,-0.2549416061542423,-0.2836935128020436,-0.3322198400280602,-0.1471308201896891,0
"MOCHA CHIP ICE CREAM WITH CHOCOLATE CHIPS, MOCHA CHIP",Ice Cream & Frozen Yogurt,Brigham's Inc.,-0.1850976223290922,-0.3735621021343157,0.2482436391491919,-0.3075905004117421,-0.2836941805460432,-0.3322198227452816,-0.1471307577040764,0
"MINT CHIP POPS, MINT CHIP",Ice Cream & Frozen Yogurt,"Wells Enterprises, Inc.",-0.5638463535681079,0.0695709085875361,-0.4669568375167621,-0.3451968534528133,-0.2836988759179932,-0.3322186594943933,-0.1471311472273903,0
"CHOCOLATE CHIP VANILLA ICE CREAM WITH CHOCOLATY CHIPS, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Royal Ice Cream Company,-0.298368270923938,-0.4045504245624173,0.0202912959887284,-0.2499274257487661,-0.2836944837352707,-0.3322196433472159,-0.1471309583932274,0
"MINT CHIP ICE CREAM SPRINKLED WITH CHOCOLATEY CHIPS, MINT CHIP",Ice Cream & Frozen Yogurt,"Fareway Stores, Inc.",-0.351463887452772,-0.3931880396721133,-0.1150554077627967,-0.3126046808172182,-0.2836950794406165,-0.3322194424587472,-0.1471309383243389,0
"MINT CHIP MINT ICE CREAM WITH CHOCOLATY CHIPS, MINT CHIP",Ice Cream & Frozen Yogurt,"Supervalu, Inc.",-0.2204947000149815,-0.2754324144453275,0.0202912959887284,-0.2549416061542423,-0.2836957098086504,-0.3322194527364541,-0.1471308716484542,0
"MINT CHIP WITH RICH CHOCOLATE CHIPS ICE CREAM, MINT CHIP",Ice Cream & Frozen Yogurt,"New Seasons Market, LLC",-0.1709387912547365,-0.4809882865517343,0.3764668321769527,-0.4028599281157893,-0.2836914518670412,-0.3322199799810476,-0.1471305607661829,0
"CHOCOLATE CHIP PREMIUM ICE CREAM WITH DARK CHOCOLATE CHIPS, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Turkey Hill Dairy Inc.,-0.2098755767092147,-0.3053877927924924,0.0701558710550799,-0.1671934490584093,-0.2836953164300906,-0.3322195428297314,-0.1471309629543142,0
CHOCOLATE CHIP,Ice Cream & Frozen Yogurt,Conopco Inc.,-0.2558917777008708,-0.3281125625731002,0.0202912959887284,-0.2549416061542423,-0.2836953242525053,-0.3322195393777095,-0.1471309084047149,0
"CHERRY CHIP ICE CREAM, CHERRY CHIP",Ice Cream & Frozen Yogurt,Rebel Creamery LLC,-0.3125271019982937,-0.5109436648988993,0.3693433214531881,-0.397845747710313,-0.2836918926283067,-0.3322202174216637,-0.1471307577041428,0
"CHOC CHIP ICE CREAM, CHOC CHIP",Ice Cream & Frozen Yogurt,Kemps LLC ,-0.2594314854694598,-0.4272751943430251,-0.0723143434202097,-0.2825195983843613,-0.2836937257676981,-0.3322193071312341,-0.1471308764323933,0
"CHOCOLATE CHIP COOKIE DOUGH, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Friendly Ice Cream Corp.,-0.1355417135688472,-0.4117810331289743,0.0202912959887284,-0.0493602095297194,-0.2836930569704935,-0.3322192447974412,-0.147131009272114,0
"CHOCOLATE CHIP COOKIE SANDWICH, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Nestle USA Inc.,0.0839201680836665,-0.4778894543089242,0.0772793817788443,0.3367316816919454,-0.2836890287089022,-0.3322188838592376,-0.1471311145285162,0
"CHOCOLATE CHIP COOKIE SANDWICHES, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Giant Eagle, Inc.",0.1547143234554451,-0.296091296064062,0.2411201284254274,0.2590118854070647,-0.2836932709794696,-0.3322191492636524,-0.1471310306076328,0
"CHOCOLATE CHIP FROZEN YOGURT, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Kemps LLC ,-0.3691624262957166,-0.4272751943430251,-0.4035575920752581,-0.0919807429762669,-0.2836946412366113,-0.3322181401593811,-0.1471311673949413,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Crescent Ridge Dairy, Inc",-0.1744784990233254,-0.4159128094527212,0.2981082142155433,-0.3251401318309087,-0.2836932766881402,-0.3322198786320385,-0.1471307167471132,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Rebel Creamery LLC,-0.2311138233207483,-0.5109436648988993,0.6970248147463545,-0.4830868146034079,-0.2836909710460603,-0.3322203894643829,-0.1471304434382575,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Mayfield Dairy Farms, Inc.",-0.3373050563784163,-0.3849244870246196,-0.0153262576300939,-0.2975621396007897,-0.2836951005344007,-0.3322196606008436,-0.1471309419304649,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"S. M. Flickinger Co., Inc.",-0.3373050563784163,-0.3849244870246196,-0.0153262576300939,-0.3276472220336468,-0.2836951005344007,-0.3322196606008436,-0.1471309016409978,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"The Haagen-Dazs Company, Inc.",-0.0824460970400132,-0.2867947993356314,0.426331407243304,-0.3075905004117421,-0.2836947910155415,-0.3322198944603939,-0.1471306422281607,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Belfonte Ice Cream,-0.2806697320809934,-0.3973198159958602,0.0416618281600219,-0.2348848845323376,-0.2836944747382232,-0.3322196471901368,-0.1471309576790248,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Fareway Stores, Inc.",-0.3443844719155941,-0.3890562633483665,-0.1079318970390321,-0.305083410209004,-0.283695090109791,-0.3322194425585139,-0.1471309401487821,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Associated Wholesale Grocers, Inc.",-0.3054476864611159,-0.3890562633483665,-0.0224497683538583,-0.2775054179788851,-0.2836948001042036,-0.3322195621305422,-0.1471309325469056,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Target Stores,-0.3054476864611159,-0.3890562633483665,-0.0224497683538583,-0.2775054179788851,-0.2836948001042036,-0.3322195621305422,-0.1471309325469056,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Super Store Industries,-0.3762418418328945,-0.3849244870246196,-0.0936848755915032,-0.3853102966966226,-0.2836953872161514,-0.3322195725491819,-0.1471308621351465,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Target Stores,-0.3054476864611159,-0.507844832656089,-0.0224497683538583,-0.2775054179788851,-0.2836919264249675,-0.3322195621305422,-0.1471309325469056,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Graeter's Inc.,-0.0328901882797681,-0.2599382532312768,0.3978373643482459,-0.1646863588556713,-0.2836948385241406,-0.332219772063806,-0.147130803167574,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Hy-Vee, Inc.",-0.245272654395104,-0.4417364114761392,0.0986499139501377,-0.2398990649378138,-0.2836932771749921,-0.3322196830576628,-0.1471309159535747,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Wal-Mart Stores, Inc.",-0.2948285631553491,-0.3849244870246196,-0.0153262576300939,-0.2699841473706709,-0.2836947877906726,-0.3322195521498968,-0.1471309305823757,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Dreyer's Grand Ice Cream Inc.,-0.2523520699322819,-0.3849244870246196,0.0701558710550799,-0.2699841473706709,-0.2836944750469446,-0.3322196411134098,-0.1471308854836831,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Smart & Final Iris Corporation,-0.3868609651386613,-0.3890562633483665,-0.1079318970390321,-0.3627464848719799,-0.2836954064795229,-0.332219564697431,-0.1471309104023961,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Hy-Vee, Inc.",-0.3125271019982937,-0.3931880396721133,-0.0295732790776228,-0.2850266885870993,-0.2836947860332139,-0.3322195630901539,-0.1471309307119768,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Price Chopper Supermarkets,-0.2735903165438155,-0.3931880396721133,0.0487853388837864,-0.2549416061542423,-0.2836944926258113,-0.3322196456344947,-0.1471309267828453,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Oregon Ice Cream, LLC",-0.1709387912547365,-0.4014515923196071,0.3479727892818946,-0.2975621396007897,-0.2836935550522808,-0.3322199423888837,-0.1471307577040702,0
"CHOCOLATE CHIP ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,All Star Dairy Association Inc,-0.3868609651386613,-0.3890562633483665,-0.1079318970390321,-0.3627464848719799,-0.2836954064795229,-0.332219564697431,-0.1471309104023961,0
"CHOCOLATE CHIP SNOWBOARD SANDWICHES, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,The Kroger Co.,-0.1780182067919143,-0.2206863781556815,-0.3586794745155419,0.2088700813523031,-0.2836959996685403,-0.3322176219760496,-0.1471312046536741,0
"COFFEE CHIP ICE CREAM, COFFEE CHIP",Ice Cream & Frozen Yogurt,Rebel Creamery LLC,-0.2311138233207483,-0.3931880396721133,0.6115426860611805,-0.4830868146034079,-0.2836941725450086,-0.3322203212296838,-0.1471304434382575,0
"COFFEE CHIP ICE CREAM, COFFEE CHIP",Ice Cream & Frozen Yogurt,"Whole Foods Market, Inc.",-0.2275741155521594,-0.3146842895209228,0.1200204461214312,-0.3126046808172182,-0.283695312590202,-0.3322196857050033,-0.147130797841915,0
"COFFEE CHIP ICE CREAM, COFFEE CHIP",Ice Cream & Frozen Yogurt,"Oregon Ice Cream, LLC",-0.2134152844778037,-0.4014515923196071,0.2696141713204854,-0.2975621396007897,-0.2836938828226894,-0.3322199097132329,-0.1471308047405965,0
"COFFEE CHIP ICE CREAM, COFFEE CHIP",Ice Cream & Frozen Yogurt,"The Haagen-Dazs Company, Inc.",-0.142621129106025,-0.3446396678680876,0.3693433214531881,-0.3552252142637657,-0.2836943587066448,-0.3322199214142924,-0.1471306241984371,0
"ESPRESSO CHIP ARTISAN GELATO, ESPRESSO CHIP",Ice Cream & Frozen Yogurt,"SureGreen Mulch, LLC",-0.4080992117501949,-0.4231434180192782,-0.1150554077627967,-0.3702677554801942,-0.283695037636693,-0.3322196069072223,-0.1471309256818387,0
"ESPRESSO CHIP FROZEN YOGURT, ESPRESSO CHIP",Ice Cream & Frozen Yogurt,"Publix Super Markets, Inc.",-0.5603066457995189,-0.2072581051035042,-0.544603104405795,-0.3376755828445991,-0.283697998613865,-0.3322178789464123,-0.1471311507203948,0
"ESPRESSO CHIP ICE CREAM, ESPRESSO CHIP",Ice Cream & Frozen Yogurt,Dreyer's Grand Ice Cream Inc.,-0.2948285631553491,-0.3849244870246196,-0.0153262576300939,-0.2975621396007897,-0.2836947877906726,-0.3322195521498968,-0.1471308948939386,0
"HANDCRAFTED TOFFEE CHOCOLATE CHIP, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Graeter's Inc.,-0.0045725261310567,-0.4613623490139367,0.661407261127532,-0.2724912375734089,-0.2836905257647821,-0.3322200439906325,-0.1471306181269929,0
"MINT CHIP FLAVORED GELATO, MINT CHIP",Ice Cream & Frozen Yogurt,"Wegmans Food Markets, Inc. ",-0.3125271019982937,-0.4778894543089242,-0.1079318970390321,-0.2047998020994806,-0.2836929619504307,-0.332219350954326,-0.1471310214082449,0
"MINT CHIP ICE CREAM, MINT CHIP",Ice Cream & Frozen Yogurt,"Iga, Inc.",-0.2629711932380487,-0.3890562633483665,0.0559088496075508,-0.247420335546028,-0.2836944837344718,-0.3322196357832341,-0.147130924945029,0
"MINT CHIP ICE CREAM, MINT CHIP",Ice Cream & Frozen Yogurt,"Hy-Vee, Inc.",-0.3160668097668827,-0.4272751943430251,-0.0723143434202097,-0.3226330416281706,-0.2836941982677823,-0.3322194624436913,-0.147130884154583,0
"MINT CHIP ICE CREAM, MINT CHIP",Ice Cream & Frozen Yogurt,Kemps LLC ,-0.3939403806758392,-0.372529158053379,0.0986499139501377,-0.5457640696718601,-0.2836956847265154,-0.332220016626519,-0.1471305276148695,0
"MINT CHIP ICE CREAM, MINT CHIP",Ice Cream & Frozen Yogurt,"Oregon Ice Cream, LLC",-0.1709387912547365,-0.4014515923196071,0.2696141713204854,-0.2975621396007897,-0.2836935550522808,-0.3322198290702033,-0.1471307577040702,0
"MINT CHIP ICE CREAM, MINT CHIP",Ice Cream & Frozen Yogurt,"DFA Dairy Brands, LLC",-1.077103980013503,-0.3849244870246196,-0.0153262576300939,-0.2975621396007897,-0.2837005474876644,-0.3322215494548343,-0.1471317611499648,0
"MINT CHIP ICE CREAM, MINT CHIP",Ice Cream & Frozen Yogurt,"Hy-Vee, Inc.",-0.3266859330726495,-0.4324399147477087,-0.0865613648677387,-0.2925479591953135,-0.2836941835512271,-0.3322194527366994,-0.1471309366130256,0
"MINT CHIP ICE CREAM, MINT CHIP",Ice Cream & Frozen Yogurt,"DFA Dairy Brands, LLC",-0.2948285631553491,-0.3849244870246196,0.0701558710550799,-0.2975621396007897,-0.2836947877906726,-0.3322197393970884,-0.1471308948939386,0
"MINT CHIP ICE CREAM, MINT CHIP",Ice Cream & Frozen Yogurt,Rebel Creamery LLC,-0.2311138233207483,-0.5109436648988993,0.6970248147463545,-0.4830868146034079,-0.2836909710460603,-0.3322203894643829,-0.1471304434382575,0
"MINT CHIP ICE CREAM, MINT CHIP",Ice Cream & Frozen Yogurt,"UpStar Nutrition, LLC",-0.3691624262957166,-0.332244338896847,0.5118135359284778,-0.5633137010910266,-0.2836959996709574,-0.3322204459185135,-0.1471304232224746,0
"MINT CHIP ICE CREAM, MINT CHIP",Ice Cream & Frozen Yogurt,Beckon LLC,-0.1709387912547365,-0.4035174804814805,0.2767376820442498,-0.2549416061542423,-0.2836935128020436,-0.3322198400280602,-0.1471308201896891,0
"MINT CHIP ICE CREAM, MINT CHIP",Ice Cream & Frozen Yogurt,"Wal-Mart Stores, Inc.",-0.3125271019982937,-0.3931880396721133,-0.0295732790776228,-0.2850266885870993,-0.2836947860332139,-0.3322195630901539,-0.1471309307119768,0
"MINT CHIP ICE CREAM, MINT CHIP",Ice Cream & Frozen Yogurt,"Hy-Vee, Inc.",-0.3125271019982937,-0.5109436648988993,-0.0295732790776228,-0.2850266885870993,-0.2836918926283067,-0.3322195630901539,-0.1471309307119768,0
"MINT CHIP ICE CREAM, MINT CHIP",Ice Cream & Frozen Yogurt,"The Haagen-Dazs Company, Inc.",-0.1178431747259025,-0.2795641907690744,0.3907138536244816,-0.3176188612226944,-0.2836950820389903,-0.3322199072270245,-0.1471306646425696,0
"PEPPERMINT CHIP ICE CREAM, PEPPERMINT CHIP",Ice Cream & Frozen Yogurt,Rebel Creamery LLC,-0.2735903165438155,-0.5109436648988993,0.6115426860611805,-0.397845747710313,-0.2836914518715802,-0.3322203828978922,-0.1471307066027352,0
"SUPERBO, GELATO, CHOCOLATE CHIP, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Bytelady Publishing,-0.4576551205104399,-0.3198490099256064,-0.3273360273309783,-0.3702677554801942,-0.2836966840508602,-0.3322190084194357,-0.1471309875683666,0
"CHOCOLATE CHIP CHOCOLATE FLAVORED CHIPS IN VANILLA ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Nash Finch Company,-0.2948285631553491,-0.3849244870246196,-0.0153262576300939,-0.2975621396007897,-0.2836947877906726,-0.3322195521498968,-0.1471308948939386,0
"CHOCOLATE CHIP ICE CREAM WITH RICH CHOCOLATE FLAVORED CHIPS, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Wal-Mart Stores, Inc.",-0.2523520699322819,-0.4014515923196071,0.0274148067124929,-0.2424061551405519,-0.2836941832788973,-0.3322195472606298,-0.1471309201323365,0
"CHOCOLATE CHIP MINT ICE CREAM WITH CHOCOLATE FLAVORED CHIPS, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,HP Hood LLC,-0.2735903165438155,-0.3931880396721133,0.0487853388837864,-0.2549416061542423,-0.2836944926258113,-0.3322196456344947,-0.1471309267828453,0
"CHOCOLATE CHIP VANILLA FROZEN YOGURT WITH CHOCOLATE FLAVORED CHIPS, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Elan Foods, Inc.",-0.4718139515847956,-0.2805971348500111,-0.5210955190173722,-0.217335253113171,-0.283697091146007,-0.3322175656954724,-0.147131165353939,0
"CHOCOLATE CHIP VANILLA ICE CREAM WITH CHOCOLATE FLAVORED CHIPS, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Nash Finch Company,-0.2948285631553491,-0.3849244870246196,-0.0153262576300939,-0.2975621396007897,-0.2836947877906726,-0.3322195521498968,-0.1471308948939386,0
"COFFEE CHIP ICE CREAM WITH CHOCOLATE FLAVORED CHIPS, COFFEE CHIP, CHOCOLATE",Ice Cream & Frozen Yogurt,HP Hood LLC,-0.2311138233207483,-0.3931880396721133,0.0487853388837864,-0.1972785314912663,-0.2836941725450086,-0.3322195449920098,-0.1471309509351625,0
"ESPRESSO CHIP COFFEE ICE CREAM WITH CHOCOLATE FLAVORED CHIPS, ESPRESSO CHIP",Ice Cream & Frozen Yogurt,Market Basket Inc.,-0.2311138233207483,-0.3931880396721133,0.0487853388837864,-0.1972785314912663,-0.2836941725450086,-0.3322195449920098,-0.1471309509351625,0
"FUDGE CHIP VANILLA FLAVORED ICE CREAM WITH FUDGE CHIPS, FUDGE CHIP",Ice Cream & Frozen Yogurt,"Safeway, Inc.",-0.2912888553867602,-0.4014515923196071,0.0274148067124929,-0.2699841473706709,-0.2836944837351052,-0.3322196417848198,-0.1471309268241513,0
"JAVA CHIP COFFEE ICE CREAM WITH DARK CHOCOLATY CHIPS, JAVA CHIP",Ice Cream & Frozen Yogurt,"Safeway, Inc.",-0.2806697320809934,-0.3973198159958602,-0.0438203005251518,-0.2925479591953135,-0.2836944747382232,-0.3322194433762441,-0.1471308860517982,0
"CHIPS & COOKIE DOUGH VANILLA ICE CREAM WITH CHOCOLATE CHIP, CHIPS & COOKIE DOUGH",Ice Cream & Frozen Yogurt,Price Chopper Supermarkets,-0.1072240514201357,-0.2578723650694033,0.1698850211877826,-0.1822359902748379,-0.2836952673933724,-0.3322195265643188,-0.1471308507387347,0
"CHOCOLATE CHIP CREAM VANILLA ICE CREAM WITH DELICIOUS CHOCOLATEY CHIPS, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Foster Dairy Farms,-0.2665109010066376,-0.3146842895209228,0.1200204461214312,-0.3376755828445991,-0.2836955525230023,-0.3322197711268705,-0.1471308036953653,0
"CHOCOLATE CHIP CREAMY VANILLA ICE CREAM SPRINKLED WITH CHOCOLATY CHIPS, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Tillamook County Creamery Association,-0.1815579145605033,-0.310552513197176,0.205502574806605,-0.2800125081816231,-0.2836950814650024,-0.3322197451356924,-0.1471307958578964,0
"CHOCOLATE CHIP VANILLA FROZEN DAIRY DESSERT WITH CHOCOLATE FLAVORED CHIPS, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Wells Enterprises, Inc.",-0.4293374583617285,-0.493383615522975,-0.3202125166072137,-0.2373919747350757,-0.2836937257735075,-0.3322189285582735,-0.147131105326376,0
"CHOCOLATE CHIP VANILLA ICE CREAM WITH RICH CHOCOLATE FLAVORED CHIPS, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Wal-Mart Stores, Inc.",-0.2523520699322819,-0.4014515923196071,0.0274148067124929,-0.2424061551405519,-0.2836941832788973,-0.3322195472606298,-0.1471309201323365,0
"CHOCOLATE CHIP VANILLA PREMIUM ICE CREAM WITH CHOCOLATE FLAVORED CHIPS, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Meijer, Inc.",-0.2594314854694598,-0.4045504245624173,0.0202912959887284,-0.2499274257487661,-0.283694180547651,-0.332219548041835,-0.1471309182553906,0
"CHOCOLATY CHIP VANILLA FLAVORED ICE CREAM WITH DARK CHOCOLATY CHIPS, CHOCOLATY CHIP",Ice Cream & Frozen Yogurt,"Safeway, Inc.",-0.3302256408412384,-0.4014515923196071,-0.0509438112489163,-0.2699841473706709,-0.2836947841913131,-0.3322195566280538,-0.1471309681646196,0
"MINT CHIP MINT FLAVORED WITH CHOCOLATEY CHIPS FROZEN DAIRY DESSERT, MINT CHIP",Ice Cream & Frozen Yogurt,Good Humor-Breyers Ice Cream,-0.5107507370392739,-0.4902847832801648,-0.1378506420788429,-0.3502110338582895,-0.2836946555885041,-0.3322198517074733,-0.1471310779527838,0
"MINT CHOCOLATE CHIP ICE CREAM WITH CHOCOLATE FLAVORED CHIPS, MINT CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Meijer, Inc.",-0.245272654395104,-0.4417364114761392,0.0986499139501377,-0.3126046808172182,-0.2836932771749921,-0.3322196830576628,-0.1471308179108327,0
"MINT CHOCOLATE CHIP MINT ICE CREAM WITH CHOCOLATEY CHIPS, MINT CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Good Humor-Breyers Ice Cream,-0.2842094398495823,-0.4365716910714555,0.0060442745411995,-0.2649699669651947,-0.283693733373403,-0.3322195760728568,-0.1471309255667505,0
"MINT CHOCOLATE CHIP MINT ICE CREAM WITH CHOCOLATEY CHIPS, MINT CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Good Humor-Breyers Ice Cream,-0.2417329466265151,-0.3973198159958602,0.0416618281600219,-0.2624628767624566,-0.2836941778482505,-0.3322195541905294,-0.1471308840639058,0
"MINT CHOCOLATE CHIP MINT ICE CREAM WITH CHOCOLATY CHIPS, MINT CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Royal Ice Cream Company,-0.2806697320809934,-0.3973198159958602,0.1200204461214312,-0.2348848845323376,-0.2836944747382232,-0.3322198021893677,-0.1471309576790248,0
"MINT CHOCOLATE CHIP MINT ICE CREAM WITH CHOCOLATY CHIPS, MINT CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Royal Ice Cream Company,-0.298368270923938,-0.4045504245624173,0.0202912959887284,-0.2499274257487661,-0.2836944837352707,-0.3322196433472159,-0.1471309583932274,0
"VANILLA CHOCOLATE CHIP ORGANIC ICE CREAM WITH CHOCOLATE CHIPS, VANILLA CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Ad-Visor,-0.2169549922463926,-0.3446396678680876,0.2624906605967209,-0.3552252142637657,-0.2836948509960441,-0.3322199058978706,-0.1471307146377631,0
"CHOCOLATE CHIP ICE CREAM SANDWICHES, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Friendly Ice Cream Corp.,0.1157775380009669,-0.3239807862493533,0.3194787463868368,0.264026065812541,-0.2836930346724419,-0.3322193819878263,-0.1471310566471979,0
"AMARETTO CHIP VANILLA GELATO WITH AMARETTO, AMARETTO CHIP",Ice Cream & Frozen Yogurt,Killer Brownie Distributing,-0.4824330748905625,-0.4716917898233039,-0.2112228025336172,-0.4078741085212655,-0.2836947812066552,-0.3322195593498571,-0.1471309659664901,0
"BATCH, ICE CREAM, MOCHA CHIP, MOCHA CHIP",Ice Cream & Frozen Yogurt,"Greenridge Farm, Inc. ",-0.1850976223290922,-0.244444092017226,0.3337257678343657,-0.4279308301431702,-0.2836958215069951,-0.332219948324082,-0.1471305215992772,0
"CHOCOLATE CHIP DELUXE ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,The Kroger Co.,-0.3054476864611159,-0.3890562633483665,-0.0224497683538583,-0.2775054179788851,-0.2836948001042036,-0.3322195621305422,-0.1471309325469056,0
"CHOCOLATE CHIP FLAVOR ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Smart & Final Iris Corporation,-0.3373050563784163,-0.3849244870246196,-0.0153262576300939,-0.3276472220336468,-0.2836951005344007,-0.3322196606008436,-0.1471309016409978,0
"CHOCOLATE CHIP FLAVOR ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Rite Aid Corporation,-0.2948285631553491,-0.3849244870246196,0.0701558710550799,-0.3552252142637657,-0.2836947877906726,-0.3322197393970884,-0.1471308093837238,0
"CHOCOLATE CHIP FLAVORED COOKIE DOUGH, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Supervalu, Inc.",-0.4116389195187838,-0.2589053091503401,-0.4227910710294223,-0.1722076294638855,-0.2836969169574601,-0.3322181975610344,-0.1471311446537549,0
"CHOCOLATE CHIP ICE CREAM SANDWICHES, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Harris-Teeter Inc.,-0.0647475581970685,-0.2537405887456565,-0.1634952806843951,0.2138842617577793,-0.2836950824620452,-0.3322183999730989,-0.1471311372682787,0
"CHOCOLATE CHIP LIGHT ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Hiland Dairy Inc.,-0.4257977505931395,-0.3890562633483665,-0.3501312616470245,-0.1897572608830522,-0.2836956964851103,-0.3322187538320686,-0.1471311436447642,0
"CHOCOLATE CHIP LIGHT ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Dreyer's Grand Ice Cream Inc.,-0.4718139515847956,-0.3673644376486954,-0.4940261782670671,-0.2047998020994806,-0.2836962978894333,-0.3322178759056067,-0.1471311755211032,0
"CHOCOLATE CHIP LIGHT ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Associated Wholesale Grocers, Inc.",-0.4257977505931395,-0.3890562633483665,-0.3501312616470245,-0.1897572608830522,-0.2836956964851103,-0.3322187538320686,-0.1471311436447642,0
"CHOCOLATE CHIP PREMIUM ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Dean Foods Company,-0.2665109010066376,-0.3022889605496822,0.0772793817788443,-0.2599557865597184,-0.2836956922419679,-0.3322196884140061,-0.1471309132196518,0
"CHOCOLATE CHIP PREMIUM ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,Friendly Ice Cream Corp.,-0.2842094398495823,-0.2826630230118845,0.0060442745411995,-0.302576320006266,-0.2836959996697393,-0.3322195760728568,-0.1471308762213045,0
"CHOCOLATE CHIP PREMIUM ICE CREAM, CHOCOLATE CHIP",Ice Cream & Frozen Yogurt,"Rouse's Enterprises, Inc.",-0.2948285631553491,-0.3849244870246196,-0.0153262576300939,-0.2975621396007897,-0.2836947877906726,-0.3322195521498968,-0.1471308948939386,0
