calories,protein,fat,carbs,calories_per_protein,calories_per_fat,calories_per_carb
-0.3337653486098274,-0.3477385001108978,-0.0224497683538583,-0.3602393946692418,-0.2836955862335582,-0.332219635059874,-0.1471308489264628
-0.2912888553867602,0.4011459585682225,-0.0509438112489163,-0.4630300929815032,-0.2836987283580726,-0.3322194527366102,-0.1471305887028154
-0.3691624262957166,-0.4272751943430251,-0.1841534617833121,-0.3226330416281706,-0.2836946412366113,-0.3322192778212033,-0.1471309453403073
-0.1213828824944914,0.234841961537411,0.0915264032263733,-0.2248565237213853,-0.2836979596851633,-0.3322193887143825,-0.1471308105169742
-0.3019079786925269,-0.4623952930948735,-0.15850882317776,-0.1847430804775759,-0.2836932776284394,-0.3322191553921339,-0.1471310310680254
-0.1992564534034479,0.0551096914544221,-0.1791670042766769,-0.1220658254091238,-0.283697636881451,-0.332218753831023,-0.1471309977922877
-0.1921770378662701,-0.358067940920265,0.1413909782927247,-0.2499274257487661,-0.2836944837330657,-0.3322196502532096,-0.1471308489263996
-0.3408447641470052,0.1501405469006001,-0.3885982195553528,-0.1997856216940045,-0.2836983653719808,-0.3322181208612983,-0.1471310536355348
-0.1178431747259025,-0.3022889605496822,-0.1293024292103256,0.0283595867551611,-0.2836948017602244,-0.3322187084019222,-0.1471310566580653
-0.401019796213017,-0.4417364114761392,-0.2133598557507465,-0.2398990649378138,-0.2836946384250244,-0.332219279199236,-0.1471310742031116
-0.1284622980316693,-0.420044585776468,-0.0010792361825648,0.0083028651332563,-0.2836928089857263,-0.3322191684357068,-0.1471310497120451
-0.1780182067919143,0.5746805641655911,-0.2276068771982755,-0.1561622521663618,-0.2836987397452112,-0.3322184603232167,-0.1471309452880083
-0.1390814213374361,-0.0368223317489457,0.5545546002710647,-0.3000692298035278,-0.2836970338646805,-0.3322201320299709,-0.1471307183532524
-0.4576551205104399,-0.3198490099256064,-0.3273360273309783,-0.3702677554801942,-0.2836966840508602,-0.3322190084194357,-0.1471309875683666
-0.3833212573700724,-0.4086822008861642,-0.1449741528026075,-0.3401826730473372,-0.2836950789504329,-0.3322194484490984,-0.1471309382403837
-0.2311138233207483,-0.4365716910714555,0.0060442745411995,-0.2649699669651947,-0.2836932770711087,-0.3322194439267423,-0.1471308696125174
-0.3585433029899498,0.4941109258525271,-0.3059654951596848,-0.3552252142637657,-0.2836990088071141,-0.3322187194440834,-0.1471308869031461
-0.0789063892714243,0.4672543797481725,0.0067566256135759,-0.1376097846661,-0.28369836267263,-0.3322190671938124,-0.1471308763101764
-0.5886243079482304,-0.4541317404473797,-0.5203831679449957,-0.4103811987240035,-0.2836960964376712,-0.3322183416196455,-0.1471311048678704
-0.2842094398495823,0.3288398729026524,-0.2033869407374761,-0.3226330416281706,-0.2836985884251459,-0.3322189285576182,-0.1471308474431484
-0.1780182067919143,0.4527931626150584,0.0844028925026088,-0.4128882889267416,-0.2836985558543271,-0.3322195011221457,-0.1471305474583675
-0.507211029270685,-0.3074536809543658,-0.2981296333635438,-0.4504946419678128,-0.2836970937207142,-0.3322193373218345,-0.1471309326639684
-0.2594314854694598,0.2875221096651836,-0.0224497683538583,-0.3802961162911465,-0.2836984463931941,-0.332219443620378,-0.1471307217060713
-0.351463887452772,-0.3931880396721133,-0.0295732790776228,-0.3126046808172182,-0.2836950794406165,-0.3322196642476144,-0.1471309383243389
-0.5603066457995189,-0.2072581051035042,-0.544603104405795,-0.3376755828445991,-0.283697998613865,-0.3322178789464123,-0.1471311507203948
-0.4257977505931395,-0.3890562633483665,-0.1862905150004415,-0.3928315673048369,-0.2836956964851103,-0.3322194527370003,-0.1471309142048637
-0.1390814213374361,-0.2186204899938081,0.1770085319115471,-0.2223494335186472,-0.2836958213226558,-0.3322196066910532,-0.1471308313836258
-0.2948285631553491,-0.4417364114761392,-0.0010792361825648,-0.3126046808172182,-0.2836937103000024,-0.3322195860024941,-0.1471308741038023
-0.0718269737342464,-0.2392793716125424,0.4120843857957751,-0.2524345159515043,-0.283695275730367,-0.3322198577838861,-0.1471307210819306
0.1334760768439115,-0.3529032205155814,0.6899013040225899,-0.0192751270968624,-0.283692361418669,-0.3322198818317061,-0.1471308260585847
-0.3691624262957166,-0.4272751943430251,-0.0723143434202097,-0.3226330416281706,-0.2836946412366113,-0.3322196080491199,-0.1471309453403073
-0.3302256408412384,0.1997218627855626,-0.5403289979715362,-0.0744311115571003,-0.2836984500217072,-0.3322163200588773,-0.1471311474482109
-0.1850976223290922,0.1677005962765243,-0.1150554077627967,-0.1371083666255524,-0.2836979546112417,-0.3322189593913516,-0.1471309709362611
-0.7833082352206217,-0.4014515923196071,-0.6044405944854166,-0.6686114896060261,-0.2836982804090049,-0.3322189364331109,-0.1471309899836253
-0.2311138233207483,0.180095925247765,-0.2033869407374761,-0.1722076294638855,-0.2836981213053046,-0.3322187530511082,-0.1471309774127618
-0.2948285631553491,-0.3477385001108978,-0.0224497683538583,-0.2649699669651947,-0.2836953263583431,-0.3322195347820428,-0.1471309367575971
-0.2806697320809934,0.2875221096651836,-0.3665153363116828,-0.1446296372337666,-0.2836985009670765,-0.3322180130131691,-0.1471310489249072
-0.1603196679489697,0.1057239514203213,-0.0865613648677387,-0.0844594723680526,-0.2836976885409597,-0.3322189878982449,-0.1471309990018357
-0.248812362163693,0.2524020109133352,-0.2026745896650997,-0.2298707041268614,-0.2836983441943554,-0.3322188146055618,-0.1471309314455546
-0.2735903165438155,0.3494987545213866,-0.1848658128556885,-0.2825195983843613,-0.283698599646156,-0.3322189683542408,-0.1471308917521781
-0.0789063892714243,-0.3477385001108978,0.1627615104640181,-0.0393318487187671,-0.2836938852321504,-0.3322194527362083,-0.1471309729277531
-0.3939403806758392,0.0757685730731564,-0.4776421036024088,-0.1697005392611475,-0.283698339362596,-0.332217589903074,-0.1471311303191171
0.2361276021329905,-0.2816300789309478,0.2767376820442498,0.3567884033138501,-0.2836930319399646,-0.3322190721215016,-0.1471310410754961
-0.4257977505931395,-0.507844832656089,-0.2682108883237329,-0.305083410209004,-0.2836932709943789,-0.3322191532062533,-0.1471310313711357
-0.2381932388579262,-0.4303740265858352,0.3550963000056592,-0.4805797244006698,-0.2836934797386791,-0.3322200705192063,-0.1471304616054841
0.0520627981663661,-0.3053877927924924,0.6756542825750609,-0.24491324534329,-0.2836937364371908,-0.3322199793764258,-0.147130605557005
-0.2629711932380487,-0.3890562633483665,-0.0224497683538583,-0.9393772315017392,-0.2836944837344718,-0.3322194527365446,2.1607946980283272
-0.8824200527411117,-0.3952539278339868,-0.8416535015867739,-0.6836540308224547,-0.2836990717955914,0.2443764816104013,-0.1471312200765172
-0.3160668097668827,-0.4272751943430251,-0.0723143434202097,-0.2825195983843613,-0.2836941982677823,-0.3322194624436913,-0.1471309377115325
-0.0328901882797681,-0.2599382532312768,0.3978373643482459,-0.1646863588556713,-0.2836948385241406,-0.332219772063806,-0.147130803167574
0.46974831485986,-0.4541317404473797,1.266905672647513,0.0835155712153988,-0.2836864524960195,-0.3322200017075711,-0.1471306863805536
-0.3019079786925269,-0.2609711973122134,-0.0651908326964452,-0.2724912375734089,-0.2836963002713525,-0.3322194431186716,-0.1471309350046485
-0.3125271019982937,-0.3931880396721133,-0.1150554077627967,-0.2850266885870993,-0.2836947860332139,-0.3322193294004206,-0.1471309307119768
-0.5355286914193964,0.1057239514203213,-0.3387336444890014,-0.3201259514254325,-0.2836988586118118,-0.3322192775162869,-0.1471311395822737
-0.2027961611720369,0.8649378509088088,0.2703265223928618,-0.6340136448082406,-0.2836991064192688,-0.3322198906158332,-0.1471297262482464
-0.4682742438162067,-0.3890562633483665,-0.2682108883237329,-0.3928315673048369,-0.2836960128548421,-0.3322193094833346,-0.1471309694404138
-0.2842094398495823,-0.2826630230118845,-0.2033869407374761,-0.1546579980447189,-0.2836959996697393,-0.3322189285576182,-0.1471310430288901
-0.0612078504284796,-0.4582635167711267,0.6115426860611805,-0.335168492641861,-0.2836911574016003,-0.3322200745568503,-0.1471305661750073
-0.2523520699322819,0.4342001691581975,-0.1798793553490535,-0.288035196830385,-0.2836986917205646,-0.3322189200939061,-0.1471308612158048
-0.2381932388579262,-0.3374090593015306,-0.0936848755915032,-0.1145445548009096,-0.2836950901077887,-0.3322191831586746,-0.1471310383028595
-0.917817130427001,-0.2723335822025174,-0.7675689900596233,-0.803492942513335,-0.2836996538116093,-0.3322170133251296,-0.1471309280318913
-0.2735903165438155,0.0757685730731564,-0.4370380924769513,-0.0267963977050767,-0.2836979503664699,-0.3322173597133933,-0.1471311353745679
-0.1532402524117918,0.5250992482806288,0.191255553359076,-0.4128882889267416,-0.2836986174353669,-0.332219662408034,-0.1471305140101739
-0.4080992117501949,-0.4014515923196071,-0.1293024292103256,-0.3276472220336468,-0.2836953851037289,-0.3322195680563089,-0.1471309838906597
-0.1497005446432029,0.2524020109133352,-0.0580673219726808,-0.2123210727076949,-0.2836980805524209,-0.3322190524540607,-0.1471308545884599
-0.5532272302623411,-0.4902847832801648,-0.2261821750535225,-0.3502110338582895,-0.2836950974809411,-0.3322197536549641,-0.1471311291925724
0.2255084788272238,-0.1380508516807441,0.7326423683651768,-0.0167680368941244,-0.2836948549778484,-0.3322198037701002,-0.1471307577039509
-0.6558787555514201,-0.6183698493163178,-0.6657027867097911,-0.2900408689925755,-0.2836917476967504,-0.3322164986717718,-0.1471313001072544
-0.1709387912547365,0.3701576361401211,-0.1221789184865611,-0.1621792686529332,-0.2836983914822762,-0.3322188922280151,-0.1471309324978148
0.0733010447778997,-0.2475429242600361,0.0986499139501377,0.2690402462180172,-0.2836944145372146,-0.3322189682672567,-0.1471310845525053
-0.3054476864611159,-0.4809882865517343,-0.0224497683538583,-0.3602393946692418,-0.2836928019982274,-0.3322195621305422,-0.1471308141750913
-0.3125271019982937,-0.5109436648988993,0.3693433214531881,-0.397845747710313,-0.2836918926283067,-0.3322202174216637,-0.1471307577041428
-0.2027961611720369,0.3908165177588554,-0.0580673219726808,-0.2875337787898374,-0.2836985051012758,-0.3322191954121202,-0.1471308078763592
-0.3266859330726495,-0.4324399147477087,0.0202912959887284,-0.2925479591953135,-0.2836941835512271,-0.3322197126602202,-0.1471309366130256
-0.3691624262957166,-0.4272751943430251,-0.1841534617833121,-0.2825195983843613,-0.2836946412366113,-0.3322192778212033,-0.1471309951607254
-0.9107377148898232,-0.5842826946454062,-0.8416535015867739,-0.6259909561594788,-0.2836978071472871,0.1605076770918216,-0.1471313838544629
-0.1603196679489697,0.4734520442337929,-0.0010792361825648,-0.2599557865597184,-0.2836985510699125,-0.3322192483953044,-0.147130802137078
-0.245272654395104,0.4734520442337929,0.0986499139501377,-0.5332286186581696,-0.2836987360661521,-0.3322196830576628,-0.1471303055343365
-0.1780182067919143,-0.2206863781556815,-0.3586794745155419,0.2088700813523031,-0.2836959996685403,-0.3322176219760496,-0.1471312046536741
-0.245272654395104,-0.4417364114761392,-0.1079318970390321,-0.0919807429762669,-0.2836932771749921,-0.3322191575677072,-0.1471310634878122
-0.4328771661303174,-0.4324399147477087,-0.4099687517266462,-0.217335253113171,-0.2836950841082701,-0.3322184009199262,-0.1471311270278789
-0.3125271019982937,-0.2134557695891244,-0.0366967898013873,-0.2925479591953135,-0.2836967326179281,-0.3322195455117209,-0.1471309210557249
-0.1815579145605033,-0.310552513197176,0.205502574806605,-0.2800125081816231,-0.2836950814650024,-0.3322197451356924,-0.1471307958578964
-0.2346535310893372,0.1584040995480939,-0.1293024292103256,-0.2499274257487661,-0.2836980734720182,-0.3322190543603949,-0.1471308927131308
-0.5355286914193964,-0.3146842895209228,-0.49545088041182,-0.2073068923022187,-0.2836972102405321,-0.3322182490688548,-0.1471312353717824
-0.2523520699322819,0.3391693137120195,0.0701558710550799,-0.4680442733869794,-0.2836985291201737,-0.3322196411134098,-0.1471305175177286
-0.3868609651386613,-0.507844832656089,-0.1079318970390321,-0.335168492641861,-0.2836928359866281,-0.332219564697431,-0.1471309492331818
-0.2594314854694598,-0.4582635167711267,0.8751125828404664,-0.2424061551405519,-0.2836929896135152,-0.332220544595612,-0.1471309273513719
-0.3160668097668827,-0.2682018058787705,0.1413909782927247,-0.4003528379130512,-0.2836963146698287,-0.332219916141437,-0.1471307577041449
-0.0222710649740014,-0.3053877927924924,0.6756542825750609,-0.24491324534329,-0.2836941848135542,-0.3322200827358194,-0.1471306816305227
-0.401019796213017,-0.3053877927924924,-0.1599335253225128,-0.2198423433159091,-0.2836964693978824,-0.3322194571187679,-0.1471310933514493
-0.3762418418328945,-0.2909265756593783,-0.2938555269292851,-0.1947714412885283,-0.2836964544516979,-0.3322188501697725,-0.147131092185999
-0.3762418418328945,-0.3849244870246196,-0.0936848755915032,-0.3552252142637657,-0.2836953872161514,-0.3322195725491819,-0.147130908436319
-0.3585433029899498,-0.296091296064062,-0.1221789184865611,-0.3577323044665038,-0.2836963028578841,-0.332219442357005,-0.1471308831348425
-0.1638593757175586,0.2544678990752086,-0.0936848755915032,-0.2123210727076949,-0.2836981232347065,-0.3322189734868631,-0.1471308684290935
-0.2629711932380487,-0.4355387469905188,-0.1293024292103256,-0.187250170680314,-0.2836935741745248,-0.3322191382291156,-0.1471309918414015
-0.2771300243124044,0.1532393791434102,-0.4698062418062679,-0.1120374645981715,-0.2836981847107359,-0.3322170105866565,-0.1471310739415041
-0.2948285631553491,-0.3849244870246196,-0.0153262576300939,-0.2975621396007897,-0.2836947877906726,-0.3322195521498968,-0.1471308948939386
-0.2027961611720369,0.4941109258525271,-0.241141547573428,-0.24491324534329,-0.2836986752999997,-0.3322184777510765,-0.1471308663804943
-0.2735903165438155,-0.3931880396721133,0.0487853388837864,-0.2549416061542423,-0.2836944926258113,-0.3322196456344947,-0.1471309267828453
-0.2098755767092147,0.1212181126343721,0.0060442745411995,-0.2900408689925755,-0.2836978914291406,-0.3322193910682964,-0.1471308119443845
-0.3125271019982937,-0.2134557695891244,0.0416618281600219,-0.3702677554801942,-0.2836967326179281,-0.3322197232807247,-0.1471308063292493
-0.2948285631553491,-0.3849244870246196,0.0701558710550799,-0.3552252142637657,-0.2836947877906726,-0.3322197393970884,-0.1471308093837238
-0.3939403806758392,-0.3931880396721133,-0.3558300702260361,-0.1421225470310285,-0.2836953995214193,-0.3322185826924556,-0.1471311521403031
-0.2381932388579262,0.48378148504316,-0.0580673219726808,-0.4078741085212655,-0.2836987360013646,-0.3322192907174932,-0.1471306393732773
-0.2134152844778037,-0.1711050622707191,0.1057734246739023,-0.2975621396007897,-0.2836965558759562,-0.3322196261491091,-0.1471308047405965
-0.245272654395104,0.2265784088899173,-0.2546762179485805,-0.1722076294638855,-0.2836982759925268,-0.3322185595966512,-0.1471309905297024
-0.5355286914193964,-0.559492036702925,-0.6493187120451329,-0.1947714412885283,-0.2836928162228858,-0.33221560876985,-0.1471312442232639
-0.1744784990233254,0.3598281953307538,-0.0295732790776228,-0.2323777943295996,-0.2836983798333173,-0.3322192044409755,-0.1471308537786444
-0.1390814213374361,-0.4417364114761392,-0.2133598557507465,0.1662495479057557,-0.2836923490499701,-0.3322183996237686,-0.1471311581721742
-0.4257977505931395,-0.507844832656089,-0.1862905150004415,-0.305083410209004,-0.2836932709943789,-0.3322194527370003,-0.1471310313711357
-0.4965919059649182,0.1935241982999422,-0.323774271969096,-0.5733420619019789,-0.2836989064689976,-0.3322191845193079,-0.1471306339918943
-0.503671321502096,-0.358067940920265,-0.4854779653985497,-0.217335253113171,-0.2836966181746845,-0.3322181527750446,-0.1471311967116246
-0.4257977505931395,-0.507844832656089,-0.2682108883237329,-0.305083410209004,-0.2836932709943789,-0.3322191532062533,-0.1471310313711357
